traffic_density,time_need
39.63118538162306,62.4467780724346
10.96761876765945,19.451428151489175
11.330448460847402,19.995672691271103
25.775447973049246,41.66317195957387
31.266040427128324,49.89906064069248
8.343002067128289,15.514503100692433
4.526593545637509,9.789890318456262
16.136886862558022,27.205330293837033
42.66328206436073,66.9949230965411
41.945692193395224,65.91853829009284
26.414323377722827,42.62148506658424
44.144048272409975,69.21607240861496
33.39573609211502,53.09360413817254
23.12089167605187,37.6813375140778
3.1698872017500834,7.754830802625126
8.945521741738315,16.41828261260747
4.559735065783762,9.839602598675643
13.262232786203954,22.893349179305932
29.68121068191655,47.52181602287482
17.328329999615,28.9924949994225
31.55660705062826,50.33491057594239
4.259498398670353,9.38924759800553
12.271429435857183,21.407144153785772
39.95869381412653,62.9380407211898
4.580787294587721,9.871180941881581
27.585238371506993,44.37785755726049
30.404418814268052,48.606628221402076
20.363225258816843,33.54483788822527
21.722623115865403,35.583934673798105
19.82821527654284,32.74232291481426
6.992002128981444,13.488003193472165
15.502291672082695,26.253437508124044
24.826347470059115,40.23952120508867
39.77455185522373,62.66182778283559
15.106962018749869,25.660443028124803
7.450319829492231,14.175479744238347
16.871890385962864,28.307835578944296
22.44604296545285,36.66906444817928
27.808936508591316,44.713404762886974
5.035270246792036,10.552905370188054
29.053242762682107,46.57986414402316
43.50788234983168,68.26182352474753
15.248424471148558,25.872636706722837
32.32500546099001,51.48750819148502
36.33487848101974,57.502317721529614
5.7135395525932955,11.570309328889943
29.67047857699688,47.50571786549532
2.623112295963066,6.934668443944599
11.405098059942762,20.107647089914146
22.674890626130846,37.01233593919627
40.36423566052553,63.54635349078829
1.5700990478848325,5.3551485718272485
40.994424223808345,64.49163633571251
39.687173124021726,62.53075968603259
2.0949705181811797,6.14245577727177
21.43600052438255,35.154000786573825
21.160119961033125,34.740179941549684
29.54233228445449,47.31349842668173
43.746409400963564,68.61961410144535
5.332934514975488,10.999401772463232
33.48099465599444,53.221491983991655
29.65044753560521,47.475671303407815
25.435336197782213,41.153004296673316
43.733043574301725,68.59956536145259
37.34916724989298,59.023750874839465
21.70026327311346,35.55039490967019
9.20004868851279,16.800073032769184
8.713289812340946,16.06993471851142
32.52484802135729,51.78727203203594
27.40883252013348,44.11324878020022
31.1516447097725,49.727467064658754
15.747058937597362,26.620588406396045
31.285588878361747,49.92838331754262
36.933535903133226,58.40030385469984
7.92994939262066,14.89492408893099
10.479953881900677,18.719930822851016
11.24178689320084,19.862680339801262
4.683119231973573,10.02467884796036
38.76695510952101,61.15043266428151
17.22636827724047,28.83955241586071
0.0,0.0
22.338596126915583,36.50789419037338
11.331559369838216,19.997339054757322
26.7355147938151,43.10327219072265
30.228568133768988,48.34285220065348
2.74354484165091,7.115317262476365
29.072023803375558,46.60803570506334
5.7554442282261515,11.633166342339226
2.7233158672268374,7.084973800840256
18.25677672252004,30.38516508378006
38.99693202611728,61.49539803917592
9.659777485523296,17.489666228284946
1.545102058916263,5.317653088374394
2.6733181009180216,7.009977151377033
19.48272446062218,32.22408669093327
33.20245447377828,52.80368171066742
23.0726984606113,37.60904769091695
26.50822808464662,42.76234212696993
39.91551202468104,62.87326803702156
42.911473609661506,67.36721041449226
27.141867451703515,43.71280117755527
33.47181194451324,53.207717916769866
35.32634686650592,55.98952029975888
1.4886853220057357,5.233027983008603
18.764172352158365,31.146258528237546
12.915612133060026,22.37341819959004
39.38843310924196,62.08264966386294
8.415289728873605,15.622934593310408
25.279035343344287,40.91855301501643
44.04802603787404,69.07203905681106
4.589117064113525,9.883675596170288
